id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
1,pt-br,Português,pt-BR,,,,,
2,en,Inglês,pt-BR,,,,,
3,es,Espanhol,pt-BR,,,,,
4,de,Alemão,pt-BR,,,,,
5,fr,Francês,pt-BR,,,,,
6,it,Italiano,pt-BR,,,,,
