id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
1,lei,Lei,pt-BR,"Lei Ordinária",,,Legislação::Lei,label_1
2,decreto,Decreto,pt-BR,DEC,,DEC – Decreto,Legislação::Decreto,label_3
3,projeto.lei,"Projeto de Lei",pt-BR,,,,Proposições Legislativas::Projeto de Lei,label_8
4,projeto.lei.complementar,"Projeto de Lei Complementar",pt-BR,,,,Proposições Legislativas::Projeto de Lei Complementar,label_9
5,proposta.emenda.constitucional,"Proposta de Emenda Constitucional",pt-BR,,,,Proposições Legislativas::Proposta de Emenda Constitucional,label_10
6,projeto.lei.conversao,"Projeto de Lei de Conversão",pt-BR,,,,Proposições Legislativas::Projeto de Lei de Conversão,label_11
7,projeto.decreto.legislativo,"Projeto de Decreto Legislativo",pt-BR,,,,Proposições Legislativas::Projeto de Decreto Legislativo,label_12
8,emenda,Emenda,pt-BR,,,,Proposições Legislativas::Emenda,label_13
9,constituicao,Constituição,pt-BR,,,,Legislação::Constituição,label_14
10,emenda.constitucional,"Emenda Constitucional",pt-BR,EMC,,EMC – Emenda Constitucional,Legislação::Emenda Constitucional,label_15
11,lei.complementar,"Lei Complementar",pt-BR,LCP,,LCP – Lei Complementar,Legislação::Lei Complementar,label_16
12,lei.delegada,"Lei Delegada",pt-BR,,,,Legislação::Lei Delegada,label_17
13,decreto.lei,Decreto-Lei,pt-BR,,,,Legislação::Decreto-Lei,label_18
14,medida.provisoria,"Medida Provisória",pt-BR,MPV,,MPV – Medida Provisória,Legislação::Medida Provisória,label_19
15,resolucao,Resolução,pt-BR,RES,,RES – Resolução,Legislação::Resolução,label_20
16,portaria,Portaria,pt-BR,,,PRT – Portaria,Legislação::Portaria,label_21
17,instrucao.normativa,"Instrução Normativa",pt-BR,IN,,IN – Instrução Normativa,Legislação::Instrução Normativa,label_22
18,acordao,Acórdão,pt-BR,AC,,AC – Acórdão,Jurisprudência::Acórdão,label_23
19,sumula,Súmula,pt-BR,SUM,,SUM – Súmula,Jurisprudência::Súmula,label_24
20,sumula.vinculante,"Súmula Vinculante",pt-BR,SUMV,,SUMV – Súmula Vinculante,Jurisprudência::Súmula Vinculante,label_25
21,decisao.monocratica,"Decisão Monocrática",pt-BR,PRT,,,Jurisprudência::Decisão Monocrática,label_26
22,br:senado.federal:projeto.lei;plc,PLC,pt-BR,"Projeto de Lei da Câmara",#projeto.lei,PLC – Projeto de Lei da Câmara,Proposições Legislativas::Projeto&#160;de&#160;Lei,label_27
23,publicacao.oficial,"Publicação Oficial",pt-BR,,,,Publicação Oficial,label_56
24,publicacao.oficial;diario.oficial.uniao,"Diário Oficial da União",pt-BR,DOU,#publicacao.oficial,DOU – Diário Oficial da União,Publicação Oficial::Diário Oficial da União,label_57
25,publicacao.oficial;diario.senado.federal,"Diário do Senado Federal",pt-BR,DSF,#publicacao.oficial,DSF – Diário do Senado Federal,Publicação Oficial::Diário do Senado Federal,label_68
26,publicacao.oficial;diario.congresso.nacional,"Diário do Congresso Nacional",pt-BR,DCN,#publicacao.oficial,DCN – Diário do Congresso Nacional,Publicação Oficial::Diário do Congresso Nacional,label_69
27,publicacao.oficial;diario.senado.federal;suplemento,"Diário do Senado Federal. Suplemento",pt-BR,,#publicacao.oficial;diario.senado.federal,,Publicação Oficial::Diário do Senado Federal::Suplemento,label_74
28,publicacao.oficial;diario.congresso.nacional;suplemento,"Diário do Congresso Nacional. Suplemento",pt-BR,,#publicacao.oficial;diario.congresso.nacional,,Publicação Oficial::Diário do Congresso Nacional::Suplemento,label_75
29,br:tribunal.contas.uniao:acordao;relacao,"Acórdão de Relação",pt-BR,,#acordao,,Jurisprudência::Acórdão de Relação,label_76
30,lei.organica,"Lei Orgânica",pt-BR,LO,,LO – Lei Orgânica,Legislação::Lei Orgânica,label_96
31,emenda.lei.organica,"Emenda à Lei Orgânica",pt-BR,,,,Legislação::Emenda à Lei Orgânica,label_98
32,decreto.legislativo,"Decreto Legislativo",pt-BR,DLG,,DLG – Decreto Legislativo,Legislação::Decreto Legislativo,label_99
33,projeto.resolucao,"Projeto de Resolução",pt-BR,,,,Proposições Legislativas::Projeto de Resolução,label_100
34,proposta.emenda.lei.organica,"Proposta de Emenda à Lei Orgânica",pt-BR,,,,Proposições Legislativas::Proposta de Emenda à Lei Orgânica,label_101
35,br:senado.federal:projeto.lei;pls,PLS,pt-BR,"Projeto de Lei do Senado",#projeto.lei,PLS – Projeto de Lei do Senado,Proposições Legislativas::Projeto&#160;de&#160;Lei,label_103
36,br:senado.federal:proposta.emenda.constitucional;pec,PEC,pt-BR,"Proposta de Emenda Constitucional",#proposta.emenda.constitucional,PEC – Proposta de Emenda Constitucional,Proposições Legislativas::Proposta&#160;de&#160;Emenda&#160;Constitucional,label_104
37,br:senado.federal:projeto.decreto.legislativo;pds,PDS,pt-BR,"Projeto de Decreto Legislativo",#projeto.decreto.legislativo,PDS – Projeto de Decreto Legislativo,Proposições Legislativas::Projeto&#160;de&#160;Decreto&#160;Legislativo,label_106
38,br:senado.federal:projeto.lei.complementar;pls,PLS,pt-BR,"Projeto de Lei do Senado",#projeto.lei.complementar,PLS – Projeto de Lei do Senado,Proposições Legislativas::Projeto&#160;de&#160;Lei&#160;Complementar,label_108
39,br:senado.federal:projeto.lei.complementar;plc,PLC,pt-BR,"Projeto de Lei da Câmara",#projeto.lei.complementar,PLC – Projeto de Lei da Câmara,Proposições Legislativas::Projeto&#160;de&#160;Lei&#160;Complementar,label_110
40,br:senado.federal:projeto.resolucao;prs,PRS,pt-BR,"Projeto de Resolução",#projeto.resolucao,PRS – Projeto de Resolução,Proposições Legislativas::Projeto&#160;de&#160;Resolução,label_112
41,br:congresso.nacional:projeto.lei.conversao;plv,PLV,pt-BR,"Projeto de Lei de Conversão",#projeto.lei.conversao,PLV – Projeto de Lei de Conversão,Proposições Legislativas::Projeto&#160;de&#160;Lei&#160;de&#160;Conversão,label_114
42,projeto.lei.organica,"Projeto de Lei Orgânica",pt-BR,,,,Proposições Legislativas::Projeto de Lei Orgânica,label_116
43,br;minas.gerais;divinopolis:camara.municipal:projeto.lei.complementar;plcem,PLCEM,pt-BR,"Projeto de Lei Complementar do Executivo Municipal",#projeto.lei.complementar,PLCEM – Projeto de Lei Complementar do Executivo Municipal,Proposições Legislativas::Projeto&#160;de&#160;Lei&#160;Complementar,label_122
44,br;minas.gerais;divinopolis:camara.municipal:projeto.lei.complementar;plccm,PLCCM,pt-BR,"Projeto de Lei Complementar do Legislativo Municipal",#projeto.lei.complementar,PLCCM – Projeto de Lei Complementar do Legislativo Municipal,Proposições Legislativas::Projeto&#160;de&#160;Lei&#160;Complementar,label_124
45,br;minas.gerais;divinopolis:camara.municipal:projeto.lei;plem,PLEM,pt-BR,"Projeto de Lei Ordinária do Executivo Municipal",#projeto.lei,PLEM – Projeto de Lei Ordinária do Executivo Municipal,Proposições Legislativas::Projeto&#160;de&#160;Lei,label_126
46,br;minas.gerais;divinopolis:camara.municipal:projeto.lei;plcm,PLCM,pt-BR,"Projeto de Lei Ordinária do Legislativo Municipal",#projeto.lei,PLCM – Projeto de Lei Ordinária do Legislativo Municipal,Proposições Legislativas::Projeto&#160;de&#160;Lei,label_128
47,br;minas.gerais;divinopolis:camara.municipal:proposta.emenda.lei.organica;peloe,PELOE,pt-BR,"Proposta de Emenda à Lei Orgânica do Executivo",#proposta.emenda.lei.organica,PELOE – Proposta de Emenda à Lei Orgânica do Executivo,Proposições Legislativas::Proposta&#160;de&#160;Emenda&#160;à&#160;Lei&#160;Orgânica,label_130
48,br;minas.gerais;divinopolis:camara.municipal:proposta.emenda.lei.organica;peloc,PELOC,pt-BR,"Proposta de Emenda à Lei Orgânica do Legislativo",#proposta.emenda.lei.organica,PELOC – Proposta de Emenda à Lei Orgânica do Legislativo,Proposições Legislativas::Proposta&#160;de&#160;Emenda&#160;à&#160;Lei&#160;Orgânica,label_132
49,br;minas.gerais;divinopolis:camara.municipal:proposta.emenda.lei.organica;pres,PRES,pt-BR,"Projeto de Resolução",#proposta.emenda.lei.organica,PRES – Projeto de Resolução,Proposições Legislativas::Proposta&#160;de&#160;Emenda&#160;à&#160;Lei&#160;Orgânica,label_134
50,publicacao.oficial;diario.oficial.uniao;secao.1,"Diário Oficial da União. Seção 1",pt-BR,,#publicacao.oficial;diario.oficial.uniao,,Publicação Oficial::Diário Oficial da União::Seção 1,label_147
51,publicacao.oficial;diario.oficial.uniao;secao.2,"Diário Oficial da União. Seção 2",pt-BR,,#publicacao.oficial;diario.oficial.uniao,,Publicação Oficial::Diário Oficial da União::Seção 2,label_148
52,publicacao.oficial;diario.oficial.uniao;secao.3,"Diário Oficial da União. Seção 3",pt-BR,,#publicacao.oficial;diario.oficial.uniao,,Publicação Oficial::Diário Oficial da União::Seção 3,label_149
53,publicacao.oficial;diario.justica,"Diário da Justiça",pt-BR,DJ,#publicacao.oficial,DJ – Diário da Justiça,Publicação Oficial::Diário da Justiça,label_150
54,publicacao.oficial;diario.justica;secao.unica,"Diário da Justiça. Seção Única",pt-BR,,#publicacao.oficial;diario.justica,,Publicação Oficial::Diário da Justiça::Seção Única,label_152
55,publicacao.oficial;diario.justica;secao.1,"Diário da Justiça. Seção 1",pt-BR,,#publicacao.oficial;diario.justica,,Publicação Oficial::Diário da Justiça::Seção 1,label_153
56,publicacao.oficial;diario.justica;secao.2,"Diário da Justiça. Seção 2",pt-BR,,#publicacao.oficial;diario.justica,,Publicação Oficial::Diário da Justiça::Seção 2,label_154
57,publicacao.oficial;diario.justica;secao.3,"Diário da Justiça. Seção 3",pt-BR,,#publicacao.oficial;diario.justica,,Publicação Oficial::Diário da Justiça::Seção 3,label_155
58,publicacao.oficial;diario.oficial.uniao;secao.1;edicao.extra,"Diário Oficial da União. Seção 1. Edição Extra",pt-BR,,#publicacao.oficial;diario.oficial.uniao;secao.1,,Publicação Oficial::Diário Oficial da União::Seção 1::Edição Extra,label_158
59,publicacao.oficial;diario.oficial.uniao;secao.2;edicao.extra,"Diário Oficial da União. Seção 2. Edição Extra",pt-BR,,#publicacao.oficial;diario.oficial.uniao;secao.2,,Publicação Oficial::Diário Oficial da União::Seção 2::Edição Extra,label_159
60,publicacao.oficial;diario.oficial.uniao;secao.3;edicao.extra,"Diário Oficial da União. Seção 3. Edição Extra",pt-BR,,#publicacao.oficial;diario.oficial.uniao;secao.3,,Publicação Oficial::Diário Oficial da União::Seção 3::Edição Extra,label_160
61,publicacao.oficial;diario.justica;secao.unica;edicao.extra,"Diário da Justiça. Seção Única. Edição Extra",pt-BR,,#publicacao.oficial;diario.justica;secao.unica,,Publicação Oficial::Diário da Justiça::Seção Única::Edição Extra,label_161
62,publicacao.oficial;diario.justica;secao.1;edicao.extra,"Diário da Justiça. Seção 1. Edição Extra",pt-BR,,#publicacao.oficial;diario.justica;secao.1,,Publicação Oficial::Diário da Justiça::Seção 1::Edição Extra,label_162
63,publicacao.oficial;diario.justica;secao.2;edicao.extra,"Diário da Justiça. Seção 2. Edição Extra",pt-BR,,#publicacao.oficial;diario.justica;secao.2,,Publicação Oficial::Diário da Justiça::Seção 2::Edição Extra,label_163
64,publicacao.oficial;diario.justica;secao.3;edicao.extra,"Diário da Justiça. Seção 3. Edição Extra",pt-BR,,#publicacao.oficial;diario.justica;secao.3,,Publicação Oficial::Diário da Justiça::Seção 3::Edição Extra,label_164
65,publicacao.oficial;diario.oficial.uniao;secao.1;suplemento,"Diário Oficial da União. Seção 1. Suplemento",pt-BR,,#publicacao.oficial;diario.oficial.uniao;secao.1,,Publicação Oficial::Diário Oficial da União::Seção 1::Suplemento,label_168
66,br:congresso.nacional:projeto.decreto.legislativo;pdn,PDN,pt-BR,"Projeto de Decreto Legislativo do CN",#projeto.decreto.legislativo,PDN – Projeto de Decreto Legislativo do CN,Proposições Legislativas::Projeto&#160;de&#160;Decreto&#160;Legislativo,label_184
67,br:congresso.nacional:projeto.resolucao;prn,PRN,pt-BR,"Projeto de Resolução do CN",#projeto.resolucao,PRN – Projeto de Resolução do CN,Proposições Legislativas::Projeto&#160;de&#160;Resolução,label_186
68,br:congresso.nacional:projeto.lei;pln,PLN,pt-BR,"Projeto de Lei do CN",#projeto.lei,PLN – Projeto de Lei do CN,Proposições Legislativas::Projeto&#160;de&#160;Lei,label_188
69,publicacao.oficial;diario.justica.eletronico,"Diário da Justiça Eletrônico",pt-BR,DJe,#publicacao.oficial,,Publicação Oficial::Diário da Justiça Eletrônico,label_200
70,parecer,Parecer,pt-BR,,,,Outras Manifestações::Parecer,label_213
71,peticao.inicial,"Petição Inicial",pt-BR,,,,Outras Manifestações::Petição Inicial,label_215
73,parecer;adi,ADI,pt-BR,"Ação Direta de Inconstitucionalidade",#parecer,ADI – Ação Direta de Inconstitucionalidade,Outras Manifestações::Parecer,label_220
74,parecer;adc,ADC,pt-BR,"Ação Declaratória de Constitucionalidade",#parecer,ADC – Ação Declaratória de Constitucionalidade,Outras Manifestações::Parecer,label_224
75,parecer;adpf,ADPF,pt-BR,"Arguição de Descumprimento de Preceito Fundamental",#parecer,ADPF – Arguição de Descumprimento de Preceito Fundamental,Outras Manifestações::Parecer,label_228
76,peticao.inicial;adi,ADI,pt-BR,"Ação Direta de Inconstitucionalidade",#peticao.inicial,ADI – Ação Direta de Inconstitucionalidade,Outras Manifestações::Petição&#160;Inicial,label_222
77,peticao.inicial;adc,ADC,pt-BR,"Ação Declaratória de Constitucionalidade",#peticao.inicial,ADC – Ação Declaratória de Constitucionalidade,Outras Manifestações::Petição&#160;Inicial,label_226
78,peticao.inicial;adpf,ADPF,pt-BR,"Arguição de Descumprimento de Preceito Fundamental",#peticao.inicial,ADPF – Arguição de Descumprimento de Preceito Fundamental,Outras Manifestações::Petição&#160;Inicial,label_230
79,publicacao.oficial;jornal.primeira.pagina,"Jornal Primeira Página",pt-BR,,#publicacao.oficial,,Publicação Oficial::Jornal Primeira Página,label_233
80,publicacao.oficial;jornal.folha,"Jornal A Folha",pt-BR,,#publicacao.oficial,,Publicação Oficial::Jornal A Folha,label_234
81,publicacao.oficial;jornal.diario,"Jornal O Diário",pt-BR,,#publicacao.oficial,,Publicação Oficial::Jornal O Diário,label_235
82,publicacao.oficial;jornal.tribuna,"Jornal A Tribuna",pt-BR,,#publicacao.oficial,,Publicação Oficial::Jornal A Tribuna,label_236
83,publicacao.oficial;jornal.correio.sao.carlos,"Jornal Correio de São Carlos",pt-BR,,#publicacao.oficial,,Publicação Oficial::Jornal Correio de São Carlos,label_237
84,publicacao.oficial;jornal.cidade,"Jornal A Cidade",pt-BR,,#publicacao.oficial,,Publicação Oficial::Jornal A Cidade,label_238
85,publicacao.oficial;diario.oficial.municipio,"Diário Oficial do Município",pt-BR,,#publicacao.oficial,,Publicação Oficial::Diário Oficial do Município,label_239
86,instrucao.normativa.conjunta,"Instrução Normativa Conjunta",pt-BR,,,,Legislação::Instrução Normativa Conjunta,label_241
87,portaria.conjunta,"Portaria Conjunta",pt-BR,,,,Legislação::Portaria Conjunta,label_242
88,provimento,Provimento,pt-BR,,,,Legislação::Provimento,label_249
89,decisao,Decisão,pt-BR,,,,Legislação::Decisão,label_254
90,publicacao.oficial;diario.justica.eletronico,"Diário da Justiça Eletrônico",pt-BR,DJE,#publicacao.oficial,DJE – Diário da Justiça Eletrônico,Publicação Oficial::Diário da Justiça Eletrônico,label_256
91,processo,Processo,pt-BR,,,,Processo,label_258
92,br:tribunal.superior.eleitoral:processo;ac,AC,pt-BR,"Ação Cautelar",#processo,AC – Ação Cautelar,Processo,label_259
93,br:tribunal.superior.eleitoral:processo;ae,AE,pt-BR,"Apuração de Eleição",#processo,AE – Apuração de Eleição,Processo,label_261
94,br:tribunal.superior.eleitoral:processo;aep,AEP,pt-BR,"Apuração de Eleição Presidencial",#processo,AEP – Apuração de Eleição Presidencial,Processo,label_263
95,br:tribunal.superior.eleitoral:processo;ag,AG,pt-BR,"Agravo de Instrumento",#processo,AG – Agravo de Instrumento,Processo,label_265
96,br:tribunal.superior.eleitoral:processo;ai,AI,pt-BR,"Agravo de Instrumento",#processo,AI – Agravo de Instrumento,Processo,label_267
97,br:tribunal.superior.eleitoral:processo;aije,AIJE,pt-BR,"Agravo de Investigação Judicial Eleitoral",#processo,AIJE – Agravo de Investigação Judicial Eleitoral,Processo,label_269
98,br:tribunal.superior.eleitoral:processo;aim,AIM,pt-BR,"Ação de Impugnação de Mandato",#processo,AIM – Ação de Impugnação de Mandato,Processo,label_271
99,br:tribunal.superior.eleitoral:processo;aime,AIME,pt-BR,"Ação de Impugnação de Mandato Eletivo",#processo,AIME – Ação de Impugnação de Mandato Eletivo,Processo,label_273
100,br:tribunal.superior.eleitoral:processo;ap,AP,pt-BR,"Ação Penal",#processo,AP – Ação Penal,Processo,label_275
101,br:tribunal.superior.eleitoral:processo;ar,AR,pt-BR,"Ação Rescisória",#processo,AR – Ação Rescisória,Processo,label_277
102,br:tribunal.superior.eleitoral:processo;cc,CC,pt-BR,"Conflito de Competência",#processo,CC – Conflito de Competência,Processo,label_279
103,br:tribunal.superior.eleitoral:processo;cp,CP,pt-BR,"Cancelamento de Partido",#processo,CP – Cancelamento de Partido,Processo,label_281
104,br:tribunal.superior.eleitoral:processo;crpp,CRPP,pt-BR,"Cancelamento de Registro de Partido Político",#processo,CRPP – Cancelamento de Registro de Partido Político,Processo,label_283
105,br:tribunal.superior.eleitoral:processo;cta,CTA,pt-BR,Consulta,#processo,CTA – Consulta,Processo,label_285
106,br:tribunal.superior.eleitoral:processo;cze,CZE,pt-BR,"Criação de Zona Eleitoral",#processo,CZE – Criação de Zona Eleitoral,Processo,label_287
107,br:tribunal.superior.eleitoral:processo;czer,CZER,pt-BR,"Criação de Zona Eleitoral ou Remanejamento",#processo,CZER – Criação de Zona Eleitoral ou Remanejamento,Processo,label_289
108,br:tribunal.superior.eleitoral:processo;ee,EE,pt-BR,"Embargos à Execução",#processo,EE – Embargos à Execução,Processo,label_291
109,br:tribunal.superior.eleitoral:processo;ef,EF,pt-BR,"Execução Fiscal",#processo,EF – Execução Fiscal,Processo,label_293
110,br:tribunal.superior.eleitoral:processo;elt,ELT,pt-BR,"Encaminhamento de Lista Tríplice",#processo,ELT – Encaminhamento de Lista Tríplice,Processo,label_295
111,br:tribunal.superior.eleitoral:processo;exc,EXC,pt-BR,Exceção,#processo,EXC – Exceção,Processo,label_297
112,br:tribunal.superior.eleitoral:processo;exsup,EXSUP,pt-BR,"Exceção de Suspeição",#processo,EXSUP – Exceção de Suspeição,Processo,label_299
113,br:tribunal.superior.eleitoral:processo;hc,HC,pt-BR,"Habeas Corpus",#processo,HC – Habeas Corpus,Processo,label_301
114,br:tribunal.superior.eleitoral:processo;hd,HD,pt-BR,"Habeas Data",#processo,HD – Habeas Data,Processo,label_303
115,br:tribunal.superior.eleitoral:processo;inq,INQ,pt-BR,Inquérito,#processo,INQ – Inquérito,Processo,label_305
116,br:tribunal.superior.eleitoral:processo;inst,INST,pt-BR,Instrução,#processo,INST – Instrução,Processo,label_307
117,br:tribunal.superior.eleitoral:processo;lt,LT,pt-BR,"Lista Tríplice",#processo,LT – Lista Tríplice,Processo,label_309
118,br:tribunal.superior.eleitoral:processo;mc,MC,pt-BR,"Medida Cautelar",#processo,MC – Medida Cautelar,Processo,label_311
119,br:tribunal.superior.eleitoral:processo;mi,MI,pt-BR,"Mandado de Injunção",#processo,MI – Mandado de Injunção,Processo,label_313
120,br:tribunal.superior.eleitoral:processo;ms,MS,pt-BR,"Mandado de Segurança",#processo,MS – Mandado de Segurança,Processo,label_315
121,br:tribunal.superior.eleitoral:processo;nc,NC,pt-BR,"Notícia Crime",#processo,NC – Notícia Crime,Processo,label_317
122,br:tribunal.superior.eleitoral:processo;pa,PA,pt-BR,"Processo Administrativo",#processo,PA – Processo Administrativo,Processo,label_319
123,br:tribunal.superior.eleitoral:processo;pc,PC,pt-BR,"Prestação de Contas",#processo,PC – Prestação de Contas,Processo,label_321
124,br:tribunal.superior.eleitoral:processo;pd,PD,pt-BR,"Pedido de Desaforamento",#processo,PD – Pedido de Desaforamento,Processo,label_323
125,br:tribunal.superior.eleitoral:processo;pdsf,PDSF,pt-BR,"Pedido de Desaforamento",#processo,PDSF – Pedido de Desaforamento,Processo,label_325
126,br:tribunal.superior.eleitoral:processo;pet,PET,pt-BR,Petição,#processo,PET – Petição,Processo,label_327
127,br:tribunal.superior.eleitoral:processo;pp,PP,pt-BR,"Propaganda Partidária",#processo,PP – Propaganda Partidária,Processo,label_329
128,br:tribunal.superior.eleitoral:processo;rcand,RCAND,pt-BR,"Registro de Candidatura",#processo,RCAND – Registro de Candidatura,Processo,label_331
129,br:tribunal.superior.eleitoral:processo;rced,RCED,pt-BR,"Recurso contra Expedição de Diploma",#processo,RCED – Recurso contra Expedição de Diploma,Processo,label_333
130,br:tribunal.superior.eleitoral:processo;rcf,RCF,pt-BR,"Registro de Comitê Financeiro",#processo,RCF – Registro de Comitê Financeiro,Processo,label_335
131,br:tribunal.superior.eleitoral:processo;rcl,RCL,pt-BR,Reclamação,#processo,RCL – Reclamação,Processo,label_337
132,br:tribunal.superior.eleitoral:processo;rcpr,RCPR,pt-BR,"Registro de Candidatos a Presidência e Vice",#processo,RCPR – Registro de Candidatos a Presidência e Vice,Processo,label_339
133,br:tribunal.superior.eleitoral:processo;respe,RESPE,pt-BR,"Recurso Especial Eleitoral",#processo,RESPE – Recurso Especial Eleitoral,Processo,label_341
134,br:tribunal.superior.eleitoral:processo;rgp,RGP,pt-BR,"Registro de Partido",#processo,RGP – Registro de Partido,Processo,label_343
135,br:tribunal.superior.eleitoral:processo;rhc,RHC,pt-BR,"Recurso em Habeas Corpus",#processo,RHC – Recurso em Habeas Corpus,Processo,label_345
136,br:tribunal.superior.eleitoral:processo;rhd,RHD,pt-BR,"Recurso em Habeas Data",#processo,RHD – Recurso em Habeas Data,Processo,label_347
137,br:tribunal.superior.eleitoral:processo;rmi,RMI,pt-BR,"Recurso em Mandado de Injunção",#processo,RMI – Recurso em Mandado de Injunção,Processo,label_349
138,br:tribunal.superior.eleitoral:processo;rms,RMS,pt-BR,"Recurso em Mandado de Segurança",#processo,RMS – Recurso em Mandado de Segurança,Processo,label_351
139,br:tribunal.superior.eleitoral:processo;ro,RO,pt-BR,"Recurso Ordinário",#processo,RO – Recurso Ordinário,Processo,label_353
140,br:tribunal.superior.eleitoral:processo;rp,RP,pt-BR,Representação,#processo,RP – Representação,Processo,label_355
141,br:tribunal.superior.eleitoral:processo;rpp,RPP,pt-BR,"Registro de Partido Político",#processo,RPP – Registro de Partido Político,Processo,label_357
142,br:tribunal.superior.eleitoral:processo;rvc,RVC,pt-BR,"Revisão Criminal",#processo,RVC – Revisão Criminal,Processo,label_359
143,br:tribunal.superior.eleitoral:processo;rve,RVE,pt-BR,"Revisão de Eleitorado",#processo,RVE – Revisão de Eleitorado,Processo,label_361
144,br:tribunal.superior.eleitoral:processo;ss,SS,pt-BR,"Suspensão de Segurança/Liminar",#processo,SS – Suspensão de Segurança/Liminar,Processo,label_363
145,br:tribunal.superior.eleitoral:acordao;aaag,AAAG,pt-BR,"Agravo Regimental em Agravo Regimental em Agravo de Instrumento",#acordao,AAAG – Agravo Regimental em Agravo Regimental em Agravo de Instrumento,Jurisprudência::Acórdão,label_366
146,br:tribunal.superior.eleitoral:acordao;aag,AAG,pt-BR,"Agravo Regimental em Agravo de Instrumento",#acordao,AAG – Agravo Regimental em Agravo de Instrumento,Jurisprudência::Acórdão,label_369
148,br:tribunal.superior.eleitoral:acordao;aaim,AAIM,pt-BR,"Agravo Regimental em Ação de Impugnação de Mandato",#acordao,AAIM – Agravo Regimental em Ação de Impugnação de Mandato,Jurisprudência::Acórdão,label_373
149,br:tribunal.superior.eleitoral:acordao;aamc,AAMC,pt-BR,"Agravo Regimental em Agravo Regimental em Medida Cautelar",#acordao,AAMC – Agravo Regimental em Agravo Regimental em Medida Cautelar,Jurisprudência::Acórdão,label_375
150,br:tribunal.superior.eleitoral:acordao;aams,AAMS,pt-BR,"Agravo Regimental em Agravo Regimental em Mandado de Segurança",#acordao,AAMS – Agravo Regimental em Agravo Regimental em Mandado de Segurança,Jurisprudência::Acórdão,label_377
151,br:tribunal.superior.eleitoral:acordao;aar,AAR,pt-BR,"Agravo Regimental em Ação Rescisória",#acordao,AAR – Agravo Regimental em Ação Rescisória,Jurisprudência::Acórdão,label_379
152,br:tribunal.superior.eleitoral:acordao;aarespe,AARESPE,pt-BR,"Agravo Regimental em Agravo Regimental em Recurso Especial Eleitoral",#acordao,AARESPE – Agravo Regimental em Agravo Regimental em Recurso Especial Eleitoral,Jurisprudência::Acórdão,label_381
153,br:tribunal.superior.eleitoral:acordao;aarp,AARP,pt-BR,"Agravo Regimental em Agravo Regimental em Representação",#acordao,AARP – Agravo Regimental em Agravo Regimental em Representação,Jurisprudência::Acórdão,label_383
154,br:tribunal.superior.eleitoral:acordao;ac,AC,pt-BR,"Ação Cautelar",#acordao,AC – Ação Cautelar,Jurisprudência::Acórdão,label_385
155,br:tribunal.superior.eleitoral:acordao;acp,ACP,pt-BR,"Agravo Regimental em Cancelamento de Partido",#acordao,ACP – Agravo Regimental em Cancelamento de Partido,Jurisprudência::Acórdão,label_387
156,br:tribunal.superior.eleitoral:resolucao;acta,ACTA,pt-BR,"Agravo Regimental em Consulta",#resolucao,ACTA – Agravo Regimental em Consulta,Legislação::Resolução,label_389
157,br:tribunal.superior.eleitoral:resolucao;ac,AC,pt-BR,"Ação Cautelar",#resolucao,AC – Ação Cautelar,Legislação::Resolução,label_391
158,br:tribunal.superior.eleitoral:acordao;aeag,AEAG,pt-BR,"Agravo Regimental em Embargos de Declaração em Agravo de Instrumento",#acordao,AEAG – Agravo Regimental em Embargos de Declaração em Agravo de Instrumento,Jurisprudência::Acórdão,label_393
159,br:tribunal.superior.eleitoral:acordao;aeapa,AEAPA,pt-BR,"Agravo Regimental em Embargos de Declaração em Agravo Regimental em Processo Administrativo",#acordao,AEAPA – Agravo Regimental em Embargos de Declaração em Agravo Regimental em Processo Administrativo,Jurisprudência::Acórdão,label_395
160,br:tribunal.superior.eleitoral:acordao;aearespe,AEARESPE,pt-BR,"Agravo Regimental em Embargos de Declaração em Agravo Regimental em Recurso Especial Eleitoral",#acordao,AEARESPE – Agravo Regimental em Embargos de Declaração em Agravo Regimental em Recurso Especial Eleitoral,Jurisprudência::Acórdão,label_397
161,br:tribunal.superior.eleitoral:acordao;aeeag,AEEAG,pt-BR,"Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Agravo de Instrumento",#acordao,AEEAG – Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Agravo de Instrumento,Jurisprudência::Acórdão,label_399
162,br:tribunal.superior.eleitoral:acordao;aeear,AEEAR,pt-BR,"Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Ação Rescisória",#acordao,AEEAR – Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Ação Rescisória,Jurisprudência::Acórdão,label_401
163,br:tribunal.superior.eleitoral:acordao;aeerms,AEERMS,pt-BR,"Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Recurso em Mandado de Segurança",#acordao,AEERMS – Agravo Regimental em Embargos de Declaração em Embargos de Declaração em Recurso em Mandado de Segurança,Jurisprudência::Acórdão,label_403
164,br:tribunal.superior.eleitoral:acordao;aelt,AELT,pt-BR,"Agravo Regimental em Encaminhamento de Lista Tríplice",#acordao,AELT – Agravo Regimental em Encaminhamento de Lista Tríplice,Jurisprudência::Acórdão,label_405
