id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
1,texto,Texto,pt-BR,,,,,
2,imagem,Imagem,pt-BR,,,,,
3,imagem.movimento,"Imagem em Movimento",pt-BR,,,,,
4,musica,Música,pt-BR,,,,,
5,notacao.musical,"Notação Musical",pt-BR,,,,,
6,texto.falado,"Texto Falado",pt-BR,,,,,
