id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
1,br,Brasil,pt-BR,,,,Brasil,label_4
16,br;sao.paulo,"São Paulo",pt-BR,SP,#br,SP – São Paulo,Estados::São Paulo,label_64
17,br;sao.paulo;campinas,"Campinas - SP",pt-BR,,#br;sao.paulo,,Municípios::Campinas - SP,label_66
18,br;sao.paulo;sao.carlos,"São Carlos - SP",pt-BR,,#br;sao.paulo,,Municípios::São Carlos - SP,label_67
20,br;acre,Acre,pt-BR,AC,#br,AC – Acre,Estados::Acre,label_77
21,br;rondonia,Rondônia,pt-BR,RO,#br,RO – Rondônia,Estados::Rondônia,label_79
22,br;parana,Paraná,pt-BR,PR,#br,PR – Paraná,Estados::Paraná,label_81
23,br;rio.grande.sul,"Rio Grande do Sul",pt-BR,RS,#br,RS – Rio Grande do Sul,Estados::Rio Grande do Sul,label_83
27,br;distrito.federal,"Distrito Federal",pt-BR,DF,#br,DF – Distrito Federal,Distrito Federal,label_92
28,br;parana;apucarana,"Apucarana - PR",pt-BR,,#br;parana,,Municípios::Apucarana - PR,label_94
29,br;rio.grande.sul;agudo,"Agudo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Agudo - RS,label_95
30,br;minas.gerais,"Minas Gerais",pt-BR,MG,#br,MG – Minas Gerais,Estados::Minas Gerais,label_117
31,br;minas.gerais;carneirinho,"Carneirinho - MG",pt-BR,,#br;minas.gerais,,Municípios::Carneirinho - MG,label_119
32,br;minas.gerais;divinopolis,"Divinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Divinópolis - MG,label_120
33,br;tocantins,Tocantins,pt-BR,TO,#br,TO – Tocantins,Municípios::Tocantins,label_135
34,br;espirito.santo,"Espírito Santo",pt-BR,ES,#br,ES – Espírito Santo,Estados::Espírito Santo,label_137
35,br;espirito.santo;cachoeiro.itapemirim,"Cachoeiro de Itapemirim - ES",pt-BR,,#br;espirito.santo,,Municípios::Cachoeiro de Itapemirim - ES,label_139
36,br;sao.paulo;catanduva,"Catanduva - SP",pt-BR,,#br;sao.paulo,,Municípios::Catanduva - SP,label_140
37,br;paraiba,Paraíba,pt-BR,PB,#br,PB – Paraíba,Estados::Paraíba,label_141
38,br;paraiba;joao.pessoa,"João Pessoa - PB",pt-BR,,#br;paraiba,,Municípios::João Pessoa - PB,label_143
39,br;goias,Goiás,pt-BR,GO,#br,GO – Goiás,Estados::Goiás,label_144
40,br;goias;jatai,"Jataí - GO",pt-BR,,#br;goias,,Municípios::Jataí - GO,label_146
57,br;justica.eleitoral,"Justiça Eleitoral",pt-BR,,#br,,Justiça Eleitoral,label_1006
58,br;justica.eleitoral;paraiba,Paraíba,pt-BR,PB,#br;justica.eleitoral,PB – Paraíba,Paraíba,label_1007
59,br;justica.trabalho,"Justiça Trabalho",pt-BR,,#br,,Justiça Trabalho,label_1009
60,br;justica.trabalho;regiao.13,"13ª Região - Paraíba",pt-BR,TRT13,#br;justica.trabalho,TRT13 – 13ª Região - Paraíba,Brasil::Justiça do Trabalho::13ª Região - Paraíba,label_1010
61,br;justica.eleitoral;paraiba;zona.22,"22ª Zona",pt-BR,,#br;justica.eleitoral;paraiba,,22ª Zona,label_1011
62,br;justica.federal,"Justiça Federal",pt-BR,,#br,,Justiça Federal,label_1012
63,br;justica.federal;regiao.1,"1ª Região",pt-BR,,#br;justica.federal,,1ª Região,label_1013
64,br;justica.federal;regiao.1;secao.judiciaria,"Seção Judiciária",pt-BR,,#br;justica.federal;regiao.1,,Seção Judiciária,label_1014
65,br;justica.federal;regiao.1;secao.judiciaria;goias,Goiás,pt-BR,GO,#br;justica.federal;regiao.1;secao.judiciaria,GO – Goiás,Goiás,label_1015
66,br;amapa,Amapá,pt-BR,AP,#br,AP – Amapá,Amapá,label_1017
67,br;amapa;justica.estadual,"Justiça Estadual",pt-BR,,#br;amapa,,Justiça Estadual,label_1019
68,br;amapa;justica.estadual;comarca,Comarca,pt-BR,,#br;amapa;justica.estadual,,Comarca,label_1020
69,br;amapa;macapa,"Macapá - AP",pt-BR,,#br;amapa,,Municípios::Macapá - AP,label_1021
131,br;minas.gerais;abadia.dourados,"Abadia dos Dourados - MG",pt-BR,,#br;minas.gerais,,Municípios::Abadia dos Dourados - MG,label_4559
132,br;minas.gerais;abaete,"Abaeté - MG",pt-BR,,#br;minas.gerais,,Municípios::Abaeté - MG,label_4560
133,br;minas.gerais;abre.campo,"Abre Campo - MG",pt-BR,,#br;minas.gerais,,Municípios::Abre Campo - MG,label_4561
134,br;minas.gerais;acaiaca,"Acaiaca - MG",pt-BR,,#br;minas.gerais,,Municípios::Acaiaca - MG,label_4562
135,br;minas.gerais;acucena,"Açucena - MG",pt-BR,,#br;minas.gerais,,Municípios::Açucena - MG,label_4563
136,br;minas.gerais;agua.boa,"Água Boa - MG",pt-BR,,#br;minas.gerais,,Municípios::Água Boa - MG,label_4564
137,br;minas.gerais;agua.comprida,"Água Comprida - MG",pt-BR,,#br;minas.gerais,,Municípios::Água Comprida - MG,label_4565
138,br;minas.gerais;aguanil,"Aguanil - MG",pt-BR,,#br;minas.gerais,,Municípios::Aguanil - MG,label_4566
139,br;minas.gerais;aguas.formosas,"Águas Formosas - MG",pt-BR,,#br;minas.gerais,,Municípios::Águas Formosas - MG,label_4567
140,br;minas.gerais;aguas.vermelhas,"Águas Vermelhas - MG",pt-BR,,#br;minas.gerais,,Municípios::Águas Vermelhas - MG,label_4568
141,br;minas.gerais;aimores,"Aimorés - MG",pt-BR,,#br;minas.gerais,,Municípios::Aimorés - MG,label_4569
142,br;minas.gerais;aiuruoca,"Aiuruoca - MG",pt-BR,,#br;minas.gerais,,Municípios::Aiuruoca - MG,label_4570
143,br;minas.gerais;alagoa,"Alagoa - MG",pt-BR,,#br;minas.gerais,,Municípios::Alagoa - MG,label_4571
144,br;minas.gerais;albertina,"Albertina - MG",pt-BR,,#br;minas.gerais,,Municípios::Albertina - MG,label_4572
145,br;minas.gerais;alem.paraiba,"Além Paraíba - MG",pt-BR,,#br;minas.gerais,,Municípios::Além Paraíba - MG,label_4573
146,br;minas.gerais;alfenas,"Alfenas - MG",pt-BR,,#br;minas.gerais,,Municípios::Alfenas - MG,label_4574
147,br;minas.gerais;alfredo.vasconcelos,"Alfredo Vasconcelos - MG",pt-BR,,#br;minas.gerais,,Municípios::Alfredo Vasconcelos - MG,label_4575
148,br;minas.gerais;almenara,"Almenara - MG",pt-BR,,#br;minas.gerais,,Municípios::Almenara - MG,label_4576
149,br;minas.gerais;alpercata,"Alpercata - MG",pt-BR,,#br;minas.gerais,,Municípios::Alpercata - MG,label_4577
150,br;minas.gerais;alpinopolis,"Alpinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Alpinópolis - MG,label_4578
151,br;minas.gerais;alterosa,"Alterosa - MG",pt-BR,,#br;minas.gerais,,Municípios::Alterosa - MG,label_4579
152,br;minas.gerais;alto.caparao,"Alto Caparaó - MG",pt-BR,,#br;minas.gerais,,Municípios::Alto Caparaó - MG,label_4580
153,br;minas.gerais;alto.jequitiba,"Alto Jequitibá - MG",pt-BR,,#br;minas.gerais,,Municípios::Alto Jequitibá - MG,label_4581
154,br;minas.gerais;alto.rio.doce,"Alto Rio Doce - MG",pt-BR,,#br;minas.gerais,,Municípios::Alto Rio Doce - MG,label_4582
155,br;minas.gerais;alvarenga,"Alvarenga - MG",pt-BR,,#br;minas.gerais,,Municípios::Alvarenga - MG,label_4583
156,br;minas.gerais;alvinopolis,"Alvinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Alvinópolis - MG,label_4584
157,br;minas.gerais;alvorada.minas,"Alvorada de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Alvorada de Minas - MG,label_4585
158,br;minas.gerais;amparo.serra,"Amparo do Serra - MG",pt-BR,,#br;minas.gerais,,Municípios::Amparo do Serra - MG,label_4586
159,br;minas.gerais;andradas,"Andradas - MG",pt-BR,,#br;minas.gerais,,Municípios::Andradas - MG,label_4587
160,br;minas.gerais;andrelandia,"Andrelândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Andrelândia - MG,label_4588
161,br;minas.gerais;angelandia,"Angelândia - MG",pt-BR,,#br;minas.gerais,,Municípios::Angelândia - MG,label_4589
162,br;minas.gerais;antonio.carlos,"Antônio Carlos - MG",pt-BR,,#br;minas.gerais,,Municípios::Antônio Carlos - MG,label_4590
163,br;minas.gerais;antonio.dias,"Antônio Dias - MG",pt-BR,,#br;minas.gerais,,Municípios::Antônio Dias - MG,label_4591
164,br;minas.gerais;antonio.prado.minas,"Antônio Prado de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Antônio Prado de Minas - MG,label_4592
165,br;minas.gerais;aracai,"Araçaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Araçaí - MG,label_4593
166,br;minas.gerais;aracitaba,"Aracitaba - MG",pt-BR,,#br;minas.gerais,,Municípios::Aracitaba - MG,label_4594
167,br;minas.gerais;aracuai,"Araçuaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Araçuaí - MG,label_4595
168,br;minas.gerais;araguari,"Araguari - MG",pt-BR,,#br;minas.gerais,,Municípios::Araguari - MG,label_4596
169,br;minas.gerais;arantina,"Arantina - MG",pt-BR,,#br;minas.gerais,,Municípios::Arantina - MG,label_4597
170,br;minas.gerais;araponga,"Araponga - MG",pt-BR,,#br;minas.gerais,,Municípios::Araponga - MG,label_4598
171,br;minas.gerais;arapora,"Araporã - MG",pt-BR,,#br;minas.gerais,,Municípios::Araporã - MG,label_4599
172,br;minas.gerais;arapua,"Arapuá - MG",pt-BR,,#br;minas.gerais,,Municípios::Arapuá - MG,label_4600
173,br;minas.gerais;araujos,"Araújos - MG",pt-BR,,#br;minas.gerais,,Municípios::Araújos - MG,label_4601
174,br;minas.gerais;araxa,"Araxá - MG",pt-BR,,#br;minas.gerais,,Municípios::Araxá - MG,label_4602
175,br;minas.gerais;arceburgo,"Arceburgo - MG",pt-BR,,#br;minas.gerais,,Municípios::Arceburgo - MG,label_4603
176,br;minas.gerais;arcos,"Arcos - MG",pt-BR,,#br;minas.gerais,,Municípios::Arcos - MG,label_4604
177,br;minas.gerais;areado,"Areado - MG",pt-BR,,#br;minas.gerais,,Municípios::Areado - MG,label_4605
178,br;minas.gerais;argirita,"Argirita - MG",pt-BR,,#br;minas.gerais,,Municípios::Argirita - MG,label_4606
179,br;minas.gerais;aricanduva,"Aricanduva - MG",pt-BR,,#br;minas.gerais,,Municípios::Aricanduva - MG,label_4607
180,br;minas.gerais;arinos,"Arinos - MG",pt-BR,,#br;minas.gerais,,Municípios::Arinos - MG,label_4608
181,br;minas.gerais;astolfo.dutra,"Astolfo Dutra - MG",pt-BR,,#br;minas.gerais,,Municípios::Astolfo Dutra - MG,label_4609
182,br;minas.gerais;ataleia,"Ataléia - MG",pt-BR,,#br;minas.gerais,,Municípios::Ataléia - MG,label_4610
183,br;minas.gerais;augusto.lima,"Augusto de Lima - MG",pt-BR,,#br;minas.gerais,,Municípios::Augusto de Lima - MG,label_4611
184,br;minas.gerais;baependi,"Baependi - MG",pt-BR,,#br;minas.gerais,,Municípios::Baependi - MG,label_4612
185,br;minas.gerais;baldim,"Baldim - MG",pt-BR,,#br;minas.gerais,,Municípios::Baldim - MG,label_4613
186,br;minas.gerais;bambui,"Bambuí - MG",pt-BR,,#br;minas.gerais,,Municípios::Bambuí - MG,label_4614
187,br;minas.gerais;bandeira,"Bandeira - MG",pt-BR,,#br;minas.gerais,,Municípios::Bandeira - MG,label_4615
188,br;minas.gerais;bandeira.sul,"Bandeira do Sul - MG",pt-BR,,#br;minas.gerais,,Municípios::Bandeira do Sul - MG,label_4616
189,br;minas.gerais;barao.cocais,"Barão de Cocais - MG",pt-BR,,#br;minas.gerais,,Municípios::Barão de Cocais - MG,label_4617
190,br;minas.gerais;barao.monte.alto,"Barão do Monte Alto - MG",pt-BR,,#br;minas.gerais,,Municípios::Barão do Monte Alto - MG,label_4618
191,br;minas.gerais;barbacena,"Barbacena - MG",pt-BR,,#br;minas.gerais,,Municípios::Barbacena - MG,label_4619
192,br;minas.gerais;barra.longa,"Barra Longa - MG",pt-BR,,#br;minas.gerais,,Municípios::Barra Longa - MG,label_4620
193,br;minas.gerais;barroso,"Barroso - MG",pt-BR,,#br;minas.gerais,,Municípios::Barroso - MG,label_4621
194,br;minas.gerais;bela.vista.minas,"Bela Vista de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bela Vista de Minas - MG,label_4622
195,br;minas.gerais;belmiro.braga,"Belmiro Braga - MG",pt-BR,,#br;minas.gerais,,Municípios::Belmiro Braga - MG,label_4623
196,br;minas.gerais;belo.horizonte,"Belo Horizonte - MG",pt-BR,,#br;minas.gerais,,Municípios::Belo Horizonte - MG,label_4624
197,br;minas.gerais;belo.oriente,"Belo Oriente - MG",pt-BR,,#br;minas.gerais,,Municípios::Belo Oriente - MG,label_4625
198,br;minas.gerais;belo.vale,"Belo Vale - MG",pt-BR,,#br;minas.gerais,,Municípios::Belo Vale - MG,label_4626
199,br;minas.gerais;berilo,"Berilo - MG",pt-BR,,#br;minas.gerais,,Municípios::Berilo - MG,label_4627
200,br;minas.gerais;berizal,"Berizal - MG",pt-BR,,#br;minas.gerais,,Municípios::Berizal - MG,label_4628
201,br;minas.gerais;bertopolis,"Bertópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Bertópolis - MG,label_4629
202,br;minas.gerais;betim,"Betim - MG",pt-BR,,#br;minas.gerais,,Municípios::Betim - MG,label_4630
203,br;minas.gerais;bias.fortes,"Bias Fortes - MG",pt-BR,,#br;minas.gerais,,Municípios::Bias Fortes - MG,label_4631
204,br;minas.gerais;bicas,"Bicas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bicas - MG,label_4632
205,br;minas.gerais;biquinhas,"Biquinhas - MG",pt-BR,,#br;minas.gerais,,Municípios::Biquinhas - MG,label_4633
206,br;minas.gerais;boa.esperanca,"Boa Esperança - MG",pt-BR,,#br;minas.gerais,,Municípios::Boa Esperança - MG,label_4634
207,br;minas.gerais;bocaina.minas,"Bocaina de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bocaina de Minas - MG,label_4635
208,br;minas.gerais;bocaiuva,"Bocaiúva - MG",pt-BR,,#br;minas.gerais,,Municípios::Bocaiúva - MG,label_4636
209,br;minas.gerais;bom.despacho,"Bom Despacho - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Despacho - MG,label_4637
210,br;minas.gerais;bom.jardim.minas,"Bom Jardim de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jardim de Minas - MG,label_4638
211,br;minas.gerais;bom.jesus.penha,"Bom Jesus da Penha - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jesus da Penha - MG,label_4639
212,br;minas.gerais;bom.jesus.amparo,"Bom Jesus do Amparo - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jesus do Amparo - MG,label_4640
213,br;minas.gerais;bom.jesus.galho,"Bom Jesus do Galho - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Jesus do Galho - MG,label_4641
214,br;minas.gerais;bom.repouso,"Bom Repouso - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Repouso - MG,label_4642
215,br;minas.gerais;bom.sucesso,"Bom Sucesso - MG",pt-BR,,#br;minas.gerais,,Municípios::Bom Sucesso - MG,label_4643
216,br;minas.gerais;bonfim,"Bonfim - MG",pt-BR,,#br;minas.gerais,,Municípios::Bonfim - MG,label_4644
217,br;minas.gerais;bonfinopolis.minas,"Bonfinópolis de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bonfinópolis de Minas - MG,label_4645
218,br;minas.gerais;bonito.minas,"Bonito de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Bonito de Minas - MG,label_4646
219,br;minas.gerais;borda.mata,"Borda da Mata - MG",pt-BR,,#br;minas.gerais,,Municípios::Borda da Mata - MG,label_4647
220,br;minas.gerais;botelhos,"Botelhos - MG",pt-BR,,#br;minas.gerais,,Municípios::Botelhos - MG,label_4648
221,br;minas.gerais;botumirim,"Botumirim - MG",pt-BR,,#br;minas.gerais,,Municípios::Botumirim - MG,label_4649
222,br;minas.gerais;bras.pires,"Brás Pires - MG",pt-BR,,#br;minas.gerais,,Municípios::Brás Pires - MG,label_4650
223,br;minas.gerais;brasilandia.minas,"Brasilândia de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Brasilândia de Minas - MG,label_4651
224,br;minas.gerais;brasilia.minas,"Brasília de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Brasília de Minas - MG,label_4652
225,br;minas.gerais;braunas,"Braúnas - MG",pt-BR,,#br;minas.gerais,,Municípios::Braúnas - MG,label_4653
226,br;minas.gerais;brasopolis,"Brasópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Brasópolis - MG,label_4654
227,br;minas.gerais;brumadinho,"Brumadinho - MG",pt-BR,,#br;minas.gerais,,Municípios::Brumadinho - MG,label_4655
228,br;minas.gerais;bueno.brandao,"Bueno Brandão - MG",pt-BR,,#br;minas.gerais,,Municípios::Bueno Brandão - MG,label_4656
229,br;minas.gerais;buenopolis,"Buenópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Buenópolis - MG,label_4657
230,br;minas.gerais;bugre,"Bugre - MG",pt-BR,,#br;minas.gerais,,Municípios::Bugre - MG,label_4658
231,br;minas.gerais;buritis,"Buritis - MG",pt-BR,,#br;minas.gerais,,Municípios::Buritis - MG,label_4659
232,br;minas.gerais;buritizeiro,"Buritizeiro - MG",pt-BR,,#br;minas.gerais,,Municípios::Buritizeiro - MG,label_4660
233,br;minas.gerais;cabeceira.grande,"Cabeceira Grande - MG",pt-BR,,#br;minas.gerais,,Municípios::Cabeceira Grande - MG,label_4661
234,br;minas.gerais;cabo.verde,"Cabo Verde - MG",pt-BR,,#br;minas.gerais,,Municípios::Cabo Verde - MG,label_4662
235,br;minas.gerais;cachoeira.prata,"Cachoeira da Prata - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira da Prata - MG,label_4663
236,br;minas.gerais;cachoeira.minas,"Cachoeira de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira de Minas - MG,label_4664
237,br;minas.gerais;cachoeira.pajeu,"Cachoeira do Pajeú - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira do Pajeú - MG,label_4665
238,br;minas.gerais;cachoeira.dourada,"Cachoeira Dourada - MG",pt-BR,,#br;minas.gerais,,Municípios::Cachoeira Dourada - MG,label_4666
239,br;minas.gerais;caetanopolis,"Caetanópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Caetanópolis - MG,label_4667
240,br;minas.gerais;caete,"Caeté - MG",pt-BR,,#br;minas.gerais,,Municípios::Caeté - MG,label_4668
241,br;minas.gerais;caiana,"Caiana - MG",pt-BR,,#br;minas.gerais,,Municípios::Caiana - MG,label_4669
242,br;minas.gerais;cajuri,"Cajuri - MG",pt-BR,,#br;minas.gerais,,Municípios::Cajuri - MG,label_4670
243,br;minas.gerais;caldas,"Caldas - MG",pt-BR,,#br;minas.gerais,,Municípios::Caldas - MG,label_4671
244,br;minas.gerais;camacho,"Camacho - MG",pt-BR,,#br;minas.gerais,,Municípios::Camacho - MG,label_4672
245,br;minas.gerais;camanducaia,"Camanducaia - MG",pt-BR,,#br;minas.gerais,,Municípios::Camanducaia - MG,label_4673
246,br;minas.gerais;cambui,"Cambuí - MG",pt-BR,,#br;minas.gerais,,Municípios::Cambuí - MG,label_4674
247,br;minas.gerais;cambuquira,"Cambuquira - MG",pt-BR,,#br;minas.gerais,,Municípios::Cambuquira - MG,label_4675
248,br;minas.gerais;campanario,"Campanário - MG",pt-BR,,#br;minas.gerais,,Municípios::Campanário - MG,label_4676
249,br;minas.gerais;campanha,"Campanha - MG",pt-BR,,#br;minas.gerais,,Municípios::Campanha - MG,label_4677
250,br;minas.gerais;campestre,"Campestre - MG",pt-BR,,#br;minas.gerais,,Municípios::Campestre - MG,label_4678
251,br;minas.gerais;campina.verde,"Campina Verde - MG",pt-BR,,#br;minas.gerais,,Municípios::Campina Verde - MG,label_4679
252,br;minas.gerais;campo.azul,"Campo Azul - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo Azul - MG,label_4680
253,br;minas.gerais;campo.belo,"Campo Belo - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo Belo - MG,label_4681
254,br;minas.gerais;campo.meio,"Campo do Meio - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo do Meio - MG,label_4682
255,br;minas.gerais;campo.florido,"Campo Florido - MG",pt-BR,,#br;minas.gerais,,Municípios::Campo Florido - MG,label_4683
256,br;minas.gerais;campos.altos,"Campos Altos - MG",pt-BR,,#br;minas.gerais,,Municípios::Campos Altos - MG,label_4684
257,br;minas.gerais;campos.gerais,"Campos Gerais - MG",pt-BR,,#br;minas.gerais,,Municípios::Campos Gerais - MG,label_4685
258,br;minas.gerais;cana.verde,"Cana Verde - MG",pt-BR,,#br;minas.gerais,,Municípios::Cana Verde - MG,label_4686
259,br;minas.gerais;canaa,"Canaã - MG",pt-BR,,#br;minas.gerais,,Municípios::Canaã - MG,label_4687
260,br;minas.gerais;canapolis,"Canápolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Canápolis - MG,label_4688
261,br;minas.gerais;candeias,"Candeias - MG",pt-BR,,#br;minas.gerais,,Municípios::Candeias - MG,label_4689
262,br;minas.gerais;cantagalo,"Cantagalo - MG",pt-BR,,#br;minas.gerais,,Municípios::Cantagalo - MG,label_4690
263,br;minas.gerais;caparao,"Caparaó - MG",pt-BR,,#br;minas.gerais,,Municípios::Caparaó - MG,label_4691
264,br;minas.gerais;capela.nova,"Capela Nova - MG",pt-BR,,#br;minas.gerais,,Municípios::Capela Nova - MG,label_4692
265,br;minas.gerais;capelinha,"Capelinha - MG",pt-BR,,#br;minas.gerais,,Municípios::Capelinha - MG,label_4693
266,br;minas.gerais;capetinga,"Capetinga - MG",pt-BR,,#br;minas.gerais,,Municípios::Capetinga - MG,label_4694
267,br;minas.gerais;capim.branco,"Capim Branco - MG",pt-BR,,#br;minas.gerais,,Municípios::Capim Branco - MG,label_4695
268,br;minas.gerais;capinopolis,"Capinópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Capinópolis - MG,label_4696
269,br;minas.gerais;capitao.andrade,"Capitão Andrade - MG",pt-BR,,#br;minas.gerais,,Municípios::Capitão Andrade - MG,label_4697
270,br;minas.gerais;capitao.eneas,"Capitão Enéas - MG",pt-BR,,#br;minas.gerais,,Municípios::Capitão Enéas - MG,label_4698
271,br;minas.gerais;capitolio,"Capitólio - MG",pt-BR,,#br;minas.gerais,,Municípios::Capitólio - MG,label_4699
272,br;minas.gerais;caputira,"Caputira - MG",pt-BR,,#br;minas.gerais,,Municípios::Caputira - MG,label_4700
273,br;minas.gerais;carai,"Caraí - MG",pt-BR,,#br;minas.gerais,,Municípios::Caraí - MG,label_4701
274,br;minas.gerais;caranaiba,"Caranaíba - MG",pt-BR,,#br;minas.gerais,,Municípios::Caranaíba - MG,label_4702
275,br;minas.gerais;carandai,"Carandaí - MG",pt-BR,,#br;minas.gerais,,Municípios::Carandaí - MG,label_4703
276,br;minas.gerais;carangola,"Carangola - MG",pt-BR,,#br;minas.gerais,,Municípios::Carangola - MG,label_4704
277,br;minas.gerais;caratinga,"Caratinga - MG",pt-BR,,#br;minas.gerais,,Municípios::Caratinga - MG,label_4705
278,br;minas.gerais;carbonita,"Carbonita - MG",pt-BR,,#br;minas.gerais,,Municípios::Carbonita - MG,label_4706
279,br;minas.gerais;careacu,"Careaçu - MG",pt-BR,,#br;minas.gerais,,Municípios::Careaçu - MG,label_4707
280,br;minas.gerais;carlos.chagas,"Carlos Chagas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carlos Chagas - MG,label_4708
281,br;minas.gerais;carmesia,"Carmésia - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmésia - MG,label_4709
282,br;minas.gerais;carmo.cachoeira,"Carmo da Cachoeira - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo da Cachoeira - MG,label_4710
283,br;minas.gerais;carmo.mata,"Carmo da Mata - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo da Mata - MG,label_4711
284,br;minas.gerais;carmo.minas,"Carmo de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo de Minas - MG,label_4712
285,br;minas.gerais;carmo.cajuru,"Carmo do Cajuru - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo do Cajuru - MG,label_4713
286,br;minas.gerais;carmo.paranaiba,"Carmo do Paranaíba - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo do Paranaíba - MG,label_4714
287,br;minas.gerais;carmo.rio.claro,"Carmo do Rio Claro - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmo do Rio Claro - MG,label_4715
288,br;minas.gerais;carmopolis.minas,"Carmópolis de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carmópolis de Minas - MG,label_4716
289,br;minas.gerais;carrancas,"Carrancas - MG",pt-BR,,#br;minas.gerais,,Municípios::Carrancas - MG,label_4717
290,br;minas.gerais;carvalhopolis,"Carvalhópolis - MG",pt-BR,,#br;minas.gerais,,Municípios::Carvalhópolis - MG,label_4718
291,br;minas.gerais;carvalhos,"Carvalhos - MG",pt-BR,,#br;minas.gerais,,Municípios::Carvalhos - MG,label_4719
292,br;minas.gerais;casa.grande,"Casa Grande - MG",pt-BR,,#br;minas.gerais,,Municípios::Casa Grande - MG,label_4720
293,br;minas.gerais;cascalho.rico,"Cascalho Rico - MG",pt-BR,,#br;minas.gerais,,Municípios::Cascalho Rico - MG,label_4721
294,br;minas.gerais;cassia,"Cássia - MG",pt-BR,,#br;minas.gerais,,Municípios::Cássia - MG,label_4722
295,br;minas.gerais;cataguases,"Cataguases - MG",pt-BR,,#br;minas.gerais,,Municípios::Cataguases - MG,label_4723
296,br;minas.gerais;catas.altas,"Catas Altas - MG",pt-BR,,#br;minas.gerais,,Municípios::Catas Altas - MG,label_4724
297,br;minas.gerais;catas.altas.noruega,"Catas Altas da Noruega - MG",pt-BR,,#br;minas.gerais,,Municípios::Catas Altas da Noruega - MG,label_4725
298,br;minas.gerais;catuji,"Catuji - MG",pt-BR,,#br;minas.gerais,,Municípios::Catuji - MG,label_4726
299,br;minas.gerais;catuti,"Catuti - MG",pt-BR,,#br;minas.gerais,,Municípios::Catuti - MG,label_4727
300,br;minas.gerais;caxambu,"Caxambu - MG",pt-BR,,#br;minas.gerais,,Municípios::Caxambu - MG,label_4728
301,br;minas.gerais;cedro.abaete,"Cedro do Abaeté - MG",pt-BR,,#br;minas.gerais,,Municípios::Cedro do Abaeté - MG,label_4729
302,br;minas.gerais;central.minas,"Central de Minas - MG",pt-BR,,#br;minas.gerais,,Municípios::Central de Minas - MG,label_4730
303,br;minas.gerais;centralina,"Centralina - MG",pt-BR,,#br;minas.gerais,,Municípios::Centralina - MG,label_4731
304,br;minas.gerais;chacara,"Chácara - MG",pt-BR,,#br;minas.gerais,,Municípios::Chácara - MG,label_4732
305,br;minas.gerais;chale,"Chalé - MG",pt-BR,,#br;minas.gerais,,Municípios::Chalé - MG,label_4733
306,br;minas.gerais;chapada.norte,"Chapada do Norte - MG",pt-BR,,#br;minas.gerais,,Municípios::Chapada do Norte - MG,label_4734
307,br;minas.gerais;chapada.gaucha,"Chapada Gaúcha - MG",pt-BR,,#br;minas.gerais,,Municípios::Chapada Gaúcha - MG,label_4735
308,br;minas.gerais;chiador,"Chiador - MG",pt-BR,,#br;minas.gerais,,Municípios::Chiador - MG,label_4736
