id,about,prefLabel,lang,altLabel,broader,facetaAcronimo,faceta,prefNodeId
1342,br;rio.grande.sul;gramado.loureiros,"Gramado dos Loureiros - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Gramado dos Loureiros - RS,label_5850
1343,br;rio.grande.sul;gramado.xavier,"Gramado Xavier - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Gramado Xavier - RS,label_5851
1344,br;rio.grande.sul;gravatai,"Gravataí - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Gravataí - RS,label_5852
1345,br;rio.grande.sul;guabiju,"Guabiju - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Guabiju - RS,label_5853
1346,br;rio.grande.sul;guaiba,"Guaíba - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Guaíba - RS,label_5854
1347,br;rio.grande.sul;guapore,"Guaporé - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Guaporé - RS,label_5855
1348,br;rio.grande.sul;guarani.missoes,"Guarani das Missões - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Guarani das Missões - RS,label_5856
1349,br;rio.grande.sul;harmonia,"Harmonia - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Harmonia - RS,label_5857
1350,br;rio.grande.sul;herval,"Herval - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Herval - RS,label_5858
1351,br;rio.grande.sul;herveiras,"Herveiras - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Herveiras - RS,label_5859
1352,br;rio.grande.sul;horizontina,"Horizontina - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Horizontina - RS,label_5860
1353,br;rio.grande.sul;hulha.negra,"Hulha Negra - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Hulha Negra - RS,label_5861
1354,br;rio.grande.sul;humaita,"Humaitá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Humaitá - RS,label_5862
1355,br;rio.grande.sul;ibarama,"Ibarama - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ibarama - RS,label_5863
1356,br;rio.grande.sul;ibiaca,"Ibiaçá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ibiaçá - RS,label_5864
1357,br;rio.grande.sul;ibiraiaras,"Ibiraiaras - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ibiraiaras - RS,label_5865
1358,br;rio.grande.sul;ibirapuita,"Ibirapuitã - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ibirapuitã - RS,label_5866
1359,br;rio.grande.sul;ibiruba,"Ibirubá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ibirubá - RS,label_5867
1360,br;rio.grande.sul;igrejinha,"Igrejinha - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Igrejinha - RS,label_5868
1361,br;rio.grande.sul;ijui,"Ijuí - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ijuí - RS,label_5869
1362,br;rio.grande.sul;ilopolis,"Ilópolis - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ilópolis - RS,label_5870
1363,br;rio.grande.sul;imbe,"Imbé - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Imbé - RS,label_5871
1364,br;rio.grande.sul;imigrante,"Imigrante - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Imigrante - RS,label_5872
1365,br;rio.grande.sul;independencia,"Independência - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Independência - RS,label_5873
1366,br;rio.grande.sul;inhacora,"Inhacorá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Inhacorá - RS,label_5874
1367,br;rio.grande.sul;ipe,"Ipê - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ipê - RS,label_5875
1368,br;rio.grande.sul;ipiranga.sul,"Ipiranga do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ipiranga do Sul - RS,label_5876
1369,br;rio.grande.sul;irai,"Iraí - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Iraí - RS,label_5877
1370,br;rio.grande.sul;itaara,"Itaara - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Itaara - RS,label_5878
1371,br;rio.grande.sul;itacurubi,"Itacurubi - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Itacurubi - RS,label_5879
1372,br;rio.grande.sul;itapuca,"Itapuca - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Itapuca - RS,label_5880
1373,br;rio.grande.sul;itaqui,"Itaqui - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Itaqui - RS,label_5881
1374,br;rio.grande.sul;itati,"Itati - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Itati - RS,label_5882
1375,br;rio.grande.sul;itatiba.sul,"Itatiba do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Itatiba do Sul - RS,label_5883
1376,br;rio.grande.sul;ivora,"Ivorá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ivorá - RS,label_5884
1377,br;rio.grande.sul;ivoti,"Ivoti - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ivoti - RS,label_5885
1378,br;rio.grande.sul;jaboticaba,"Jaboticaba - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jaboticaba - RS,label_5886
1379,br;rio.grande.sul;jacuizinho,"Jacuizinho - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jacuizinho - RS,label_5887
1380,br;rio.grande.sul;jacutinga,"Jacutinga - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jacutinga - RS,label_5888
1381,br;rio.grande.sul;jaguarao,"Jaguarão - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jaguarão - RS,label_5889
1382,br;rio.grande.sul;jaguari,"Jaguari - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jaguari - RS,label_5890
1383,br;rio.grande.sul;jaquirana,"Jaquirana - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jaquirana - RS,label_5891
1384,br;rio.grande.sul;jari,"Jari - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jari - RS,label_5892
1385,br;rio.grande.sul;joia,"Jóia - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Jóia - RS,label_5893
1386,br;rio.grande.sul;julio.castilhos,"Júlio de Castilhos - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Júlio de Castilhos - RS,label_5894
1387,br;rio.grande.sul;lagoa.bonita.sul,"Lagoa Bonita do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lagoa Bonita do Sul - RS,label_5895
1388,br;rio.grande.sul;lagoa.tres.cantos,"Lagoa dos Três Cantos - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lagoa dos Três Cantos - RS,label_5896
1389,br;rio.grande.sul;lagoa.vermelha,"Lagoa Vermelha - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lagoa Vermelha - RS,label_5897
1390,br;rio.grande.sul;lagoao,"Lagoão - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lagoão - RS,label_5898
1391,br;rio.grande.sul;lajeado,"Lajeado - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lajeado - RS,label_5899
1392,br;rio.grande.sul;lajeado.bugre,"Lajeado do Bugre - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lajeado do Bugre - RS,label_5900
1393,br;rio.grande.sul;lavras.sul,"Lavras do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lavras do Sul - RS,label_5901
1394,br;rio.grande.sul;liberato.salzano,"Liberato Salzano - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Liberato Salzano - RS,label_5902
1395,br;rio.grande.sul;lindolfo.collor,"Lindolfo Collor - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Lindolfo Collor - RS,label_5903
1396,br;rio.grande.sul;linha.nova,"Linha Nova - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Linha Nova - RS,label_5904
1397,br;rio.grande.sul;macambara,"Maçambará - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Maçambará - RS,label_5905
1398,br;rio.grande.sul;machadinho,"Machadinho - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Machadinho - RS,label_5906
1399,br;rio.grande.sul;mampituba,"Mampituba - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mampituba - RS,label_5907
1400,br;rio.grande.sul;manoel.viana,"Manoel Viana - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Manoel Viana - RS,label_5908
1401,br;rio.grande.sul;maquine,"Maquiné - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Maquiné - RS,label_5909
1402,br;rio.grande.sul;marata,"Maratá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Maratá - RS,label_5910
1403,br;rio.grande.sul;marau,"Marau - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Marau - RS,label_5911
1404,br;rio.grande.sul;marcelino.ramos,"Marcelino Ramos - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Marcelino Ramos - RS,label_5912
1405,br;rio.grande.sul;mariana.pimentel,"Mariana Pimentel - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mariana Pimentel - RS,label_5913
1406,br;rio.grande.sul;mariano.moro,"Mariano Moro - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mariano Moro - RS,label_5914
1407,br;rio.grande.sul;marques.souza,"Marques de Souza - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Marques de Souza - RS,label_5915
1408,br;rio.grande.sul;mata,"Mata - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mata - RS,label_5916
1409,br;rio.grande.sul;mato.castelhano,"Mato Castelhano - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mato Castelhano - RS,label_5917
1410,br;rio.grande.sul;mato.leitao,"Mato Leitão - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mato Leitão - RS,label_5918
1411,br;rio.grande.sul;mato.queimado,"Mato Queimado - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mato Queimado - RS,label_5919
1412,br;rio.grande.sul;maximiliano.almeida,"Maximiliano de Almeida - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Maximiliano de Almeida - RS,label_5920
1413,br;rio.grande.sul;minas.leao,"Minas do Leão - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Minas do Leão - RS,label_5921
1414,br;rio.grande.sul;miraguai,"Miraguaí - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Miraguaí - RS,label_5922
1415,br;rio.grande.sul;montauri,"Montauri - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Montauri - RS,label_5923
1416,br;rio.grande.sul;monte.alegre.campos,"Monte Alegre dos Campos - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Monte Alegre dos Campos - RS,label_5924
1417,br;rio.grande.sul;monte.belo.sul,"Monte Belo do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Monte Belo do Sul - RS,label_5925
1418,br;rio.grande.sul;montenegro,"Montenegro - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Montenegro - RS,label_5926
1419,br;rio.grande.sul;mormaco,"Mormaço - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mormaço - RS,label_5927
1420,br;rio.grande.sul;morrinhos.sul,"Morrinhos do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Morrinhos do Sul - RS,label_5928
1421,br;rio.grande.sul;morro.redondo,"Morro Redondo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Morro Redondo - RS,label_5929
1422,br;rio.grande.sul;morro.reuter,"Morro Reuter - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Morro Reuter - RS,label_5930
1423,br;rio.grande.sul;mostardas,"Mostardas - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Mostardas - RS,label_5931
1424,br;rio.grande.sul;mucum,"Muçum - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Muçum - RS,label_5932
1425,br;rio.grande.sul;muitos.capoes,"Muitos Capões - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Muitos Capões - RS,label_5933
1426,br;rio.grande.sul;muliterno,"Muliterno - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Muliterno - RS,label_5934
1427,br;rio.grande.sul;nao.me.toque,"Não-Me-Toque - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Não-Me-Toque - RS,label_5935
1428,br;rio.grande.sul;nicolau.vergueiro,"Nicolau Vergueiro - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nicolau Vergueiro - RS,label_5936
1429,br;rio.grande.sul;nonoai,"Nonoai - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nonoai - RS,label_5937
1430,br;rio.grande.sul;nova.alvorada,"Nova Alvorada - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Alvorada - RS,label_5938
1431,br;rio.grande.sul;nova.araca,"Nova Araçá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Araçá - RS,label_5939
1432,br;rio.grande.sul;nova.bassano,"Nova Bassano - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Bassano - RS,label_5940
1433,br;rio.grande.sul;nova.boa.vista,"Nova Boa Vista - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Boa Vista - RS,label_5941
1434,br;rio.grande.sul;nova.brescia,"Nova Bréscia - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Bréscia - RS,label_5942
1435,br;rio.grande.sul;nova.candelaria,"Nova Candelária - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Candelária - RS,label_5943
1436,br;rio.grande.sul;nova.esperanca.sul,"Nova Esperança do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Esperança do Sul - RS,label_5944
1437,br;rio.grande.sul;nova.hartz,"Nova Hartz - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Hartz - RS,label_5945
1438,br;rio.grande.sul;nova.padua,"Nova Pádua - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Pádua - RS,label_5946
1439,br;rio.grande.sul;nova.palma,"Nova Palma - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Palma - RS,label_5947
1440,br;rio.grande.sul;nova.petropolis,"Nova Petrópolis - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Petrópolis - RS,label_5948
1441,br;rio.grande.sul;nova.prata,"Nova Prata - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Prata - RS,label_5949
1442,br;rio.grande.sul;nova.ramada,"Nova Ramada - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Ramada - RS,label_5950
1443,br;rio.grande.sul;nova.roma.sul,"Nova Roma do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Roma do Sul - RS,label_5951
1444,br;rio.grande.sul;nova.santa.rita,"Nova Santa Rita - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Nova Santa Rita - RS,label_5952
1445,br;rio.grande.sul;novo.barreiro,"Novo Barreiro - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Novo Barreiro - RS,label_5953
1446,br;rio.grande.sul;novo.cabrais,"Novo Cabrais - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Novo Cabrais - RS,label_5954
1447,br;rio.grande.sul;novo.hamburgo,"Novo Hamburgo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Novo Hamburgo - RS,label_5955
1448,br;rio.grande.sul;novo.machado,"Novo Machado - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Novo Machado - RS,label_5956
1449,br;rio.grande.sul;novo.tiradentes,"Novo Tiradentes - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Novo Tiradentes - RS,label_5957
1450,br;rio.grande.sul;novo.xingu,"Novo Xingu - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Novo Xingu - RS,label_5958
1451,br;rio.grande.sul;osorio,"Osório - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Osório - RS,label_5959
1452,br;rio.grande.sul;paim.filho,"Paim Filho - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Paim Filho - RS,label_5960
1453,br;rio.grande.sul;palmares.sul,"Palmares do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Palmares do Sul - RS,label_5961
1454,br;rio.grande.sul;palmeira.missoes,"Palmeira das Missões - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Palmeira das Missões - RS,label_5962
1455,br;rio.grande.sul;palmitinho,"Palmitinho - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Palmitinho - RS,label_5963
1456,br;rio.grande.sul;panambi,"Panambi - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Panambi - RS,label_5964
1457,br;rio.grande.sul;pantano.grande,"Pantano Grande - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pantano Grande - RS,label_5965
1458,br;rio.grande.sul;parai,"Paraí - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Paraí - RS,label_5966
1459,br;rio.grande.sul;paraiso.sul,"Paraíso do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Paraíso do Sul - RS,label_5967
1460,br;rio.grande.sul;pareci.novo,"Pareci Novo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pareci Novo - RS,label_5968
1461,br;rio.grande.sul;parobe,"Parobé - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Parobé - RS,label_5969
1462,br;rio.grande.sul;passa.sete,"Passa Sete - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Passa Sete - RS,label_5970
1463,br;rio.grande.sul;passo.sobrado,"Passo do Sobrado - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Passo do Sobrado - RS,label_5971
1464,br;rio.grande.sul;passo.fundo,"Passo Fundo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Passo Fundo - RS,label_5972
1465,br;rio.grande.sul;paulo.bento,"Paulo Bento - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Paulo Bento - RS,label_5973
1466,br;rio.grande.sul;paverama,"Paverama - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Paverama - RS,label_5974
1467,br;rio.grande.sul;pedras.altas,"Pedras Altas - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pedras Altas - RS,label_5975
1468,br;rio.grande.sul;pedro.osorio,"Pedro Osório - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pedro Osório - RS,label_5976
1469,br;rio.grande.sul;pejucara,"Pejuçara - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pejuçara - RS,label_5977
1470,br;rio.grande.sul;pelotas,"Pelotas - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pelotas - RS,label_5978
1471,br;rio.grande.sul;picada.cafe,"Picada Café - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Picada Café - RS,label_5979
1472,br;rio.grande.sul;pinhal,"Pinhal - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pinhal - RS,label_5980
1473,br;rio.grande.sul;pinhal.serra,"Pinhal da Serra - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pinhal da Serra - RS,label_5981
1474,br;rio.grande.sul;pinhal.grande,"Pinhal Grande - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pinhal Grande - RS,label_5982
1475,br;rio.grande.sul;pinheirinho.vale,"Pinheirinho do Vale - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pinheirinho do Vale - RS,label_5983
1476,br;rio.grande.sul;pinheiro.machado,"Pinheiro Machado - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pinheiro Machado - RS,label_5984
1477,br;rio.grande.sul;pinto.bandeira,"Pinto Bandeira - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pinto Bandeira - RS,label_5985
1478,br;rio.grande.sul;pirapo,"Pirapó - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pirapó - RS,label_5986
1479,br;rio.grande.sul;piratini,"Piratini - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Piratini - RS,label_5987
1480,br;rio.grande.sul;planalto,"Planalto - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Planalto - RS,label_5988
1481,br;rio.grande.sul;poco.antas,"Poço das Antas - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Poço das Antas - RS,label_5989
1482,br;rio.grande.sul;pontao,"Pontão - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pontão - RS,label_5990
1483,br;rio.grande.sul;ponte.preta,"Ponte Preta - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ponte Preta - RS,label_5991
1484,br;rio.grande.sul;portao,"Portão - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Portão - RS,label_5992
1485,br;rio.grande.sul;porto.alegre,"Porto Alegre - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Porto Alegre - RS,label_5993
1486,br;rio.grande.sul;porto.lucena,"Porto Lucena - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Porto Lucena - RS,label_5994
1487,br;rio.grande.sul;porto.maua,"Porto Mauá - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Porto Mauá - RS,label_5995
1488,br;rio.grande.sul;porto.vera.cruz,"Porto Vera Cruz - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Porto Vera Cruz - RS,label_5996
1489,br;rio.grande.sul;porto.xavier,"Porto Xavier - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Porto Xavier - RS,label_5997
1490,br;rio.grande.sul;pouso.novo,"Pouso Novo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Pouso Novo - RS,label_5998
1491,br;rio.grande.sul;presidente.lucena,"Presidente Lucena - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Presidente Lucena - RS,label_5999
1492,br;rio.grande.sul;progresso,"Progresso - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Progresso - RS,label_6000
1493,br;rio.grande.sul;protasio.alves,"Protásio Alves - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Protásio Alves - RS,label_6001
1494,br;rio.grande.sul;putinga,"Putinga - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Putinga - RS,label_6002
1495,br;rio.grande.sul;quarai,"Quaraí - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Quaraí - RS,label_6003
1496,br;rio.grande.sul;quatro.irmaos,"Quatro Irmãos - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Quatro Irmãos - RS,label_6004
1497,br;rio.grande.sul;quevedos,"Quevedos - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Quevedos - RS,label_6005
1498,br;rio.grande.sul;quinze.novembro,"Quinze de Novembro - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Quinze de Novembro - RS,label_6006
1499,br;rio.grande.sul;redentora,"Redentora - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Redentora - RS,label_6007
1500,br;rio.grande.sul;relvado,"Relvado - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Relvado - RS,label_6008
1501,br;rio.grande.sul;restinga.seca,"Restinga Seca - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Restinga Seca - RS,label_6009
1502,br;rio.grande.sul;rio.indios,"Rio dos Índios - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rio dos Índios - RS,label_6010
1503,br;rio.grande.sul;rio.grande,"Rio Grande - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rio Grande - RS,label_6011
1504,br;rio.grande.sul;rio.pardo,"Rio Pardo - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rio Pardo - RS,label_6012
1505,br;rio.grande.sul;riozinho,"Riozinho - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Riozinho - RS,label_6013
1506,br;rio.grande.sul;roca.sales,"Roca Sales - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Roca Sales - RS,label_6014
1507,br;rio.grande.sul;rodeio.bonito,"Rodeio Bonito - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rodeio Bonito - RS,label_6015
1508,br;rio.grande.sul;rolador,"Rolador - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rolador - RS,label_6016
1509,br;rio.grande.sul;rolante,"Rolante - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rolante - RS,label_6017
1510,br;rio.grande.sul;ronda.alta,"Ronda Alta - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Ronda Alta - RS,label_6018
1511,br;rio.grande.sul;rondinha,"Rondinha - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rondinha - RS,label_6019
1512,br;rio.grande.sul;roque.gonzales,"Roque Gonzales - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Roque Gonzales - RS,label_6020
1513,br;rio.grande.sul;rosario.sul,"Rosário do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Rosário do Sul - RS,label_6021
1514,br;rio.grande.sul;sagrada.familia,"Sagrada Família - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Sagrada Família - RS,label_6022
1515,br;rio.grande.sul;saldanha.marinho,"Saldanha Marinho - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Saldanha Marinho - RS,label_6023
1516,br;rio.grande.sul;salto.jacui,"Salto do Jacuí - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Salto do Jacuí - RS,label_6024
1517,br;rio.grande.sul;salvador.missoes,"Salvador das Missões - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Salvador das Missões - RS,label_6025
1518,br;rio.grande.sul;salvador.sul,"Salvador do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Salvador do Sul - RS,label_6026
1519,br;rio.grande.sul;sananduva,"Sananduva - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Sananduva - RS,label_6027
1520,br;rio.grande.sul;santa.barbara.sul,"Santa Bárbara do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Bárbara do Sul - RS,label_6028
1521,br;rio.grande.sul;santa.cecilia.sul,"Santa Cecília do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Cecília do Sul - RS,label_6029
1522,br;rio.grande.sul;santa.clara.sul,"Santa Clara do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Clara do Sul - RS,label_6030
1523,br;rio.grande.sul;santa.cruz.sul,"Santa Cruz do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Cruz do Sul - RS,label_6031
1524,br;rio.grande.sul;santa.margarida.sul,"Santa Margarida do Sul - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Margarida do Sul - RS,label_6032
1525,br;rio.grande.sul;santa.maria,"Santa Maria - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Maria - RS,label_6033
1526,br;rio.grande.sul;santa.maria.herval,"Santa Maria do Herval - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Maria do Herval - RS,label_6034
1527,br;rio.grande.sul;santa.rosa,"Santa Rosa - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Rosa - RS,label_6035
1528,br;rio.grande.sul;santa.tereza,"Santa Tereza - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Tereza - RS,label_6036
1529,br;rio.grande.sul;santa.vitoria.palmar,"Santa Vitória do Palmar - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santa Vitória do Palmar - RS,label_6037
1530,br;rio.grande.sul;santana.boa.vista,"Santana da Boa Vista - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Santana da Boa Vista - RS,label_6038
1531,br;rio.grande.sul;sant.ana.livramento,"Sant'Ana do Livramento - RS",pt-BR,,#br;rio.grande.sul,,Municípios::Sant'Ana do Livramento - RS,label_6039
